baseline_name,filename_actual,folder,mean_AUC_ROC,difficulty,data_len,ratio,type_an,filepath
Yahoo_A1real_37_data.out,Yahoo_A1real_37_data.out,YAHOO,0.8500346886666666,Easy,1434,0.023709902,sequence,C:\Users\gkost\thesis_timeseries\TSB-UAD\data\TSB-UAD-Public\YAHOO\Yahoo_A1real_37_data.out
Yahoo_A1real_11_data.out,Yahoo_A1real_11_data.out,YAHOO,0.7878076975833334,Easy,1439,0.013203614,sequence,C:\Users\gkost\thesis_timeseries\TSB-UAD\data\TSB-UAD-Public\YAHOO\Yahoo_A1real_11_data.out
YahooA3Benchmark-TS89_data.out,YahooA3Benchmark-TS89_data.out,YAHOO,0.7891373515833334,Easy,1680,0.008333333,mixed,C:\Users\gkost\thesis_timeseries\TSB-UAD\data\TSB-UAD-Public\YAHOO\YahooA3Benchmark-TS89_data.out
Yahoo_A1real_23_data.out,Yahoo_A1real_23_data.out,YAHOO,0.7913596491666667,Easy,1420,0.013380282,mixed,C:\Users\gkost\thesis_timeseries\TSB-UAD\data\TSB-UAD-Public\YAHOO\Yahoo_A1real_23_data.out
YahooA4Benchmark-TS18_data.out,YahooA4Benchmark-TS18_data.out,YAHOO,0.7039133890000001,Medium,1680,0.000595238,point,C:\Users\gkost\thesis_timeseries\TSB-UAD\data\TSB-UAD-Public\YAHOO\YahooA4Benchmark-TS18_data.out
Yahoo_A2synthetic_85_data.out,Yahoo_A2synthetic_85_data.out,YAHOO,0.6283765890833334,Medium,1421,0.002814919,sequence,C:\Users\gkost\thesis_timeseries\TSB-UAD\data\TSB-UAD-Public\YAHOO\Yahoo_A2synthetic_85_data.out
YahooA4Benchmark-TS99_data.out,YahooA4Benchmark-TS99_data.out,YAHOO,0.6817498495833333,Medium,1680,0.00952381,mixed,C:\Users\gkost\thesis_timeseries\TSB-UAD\data\TSB-UAD-Public\YAHOO\YahooA4Benchmark-TS99_data.out
Yahoo_A2synthetic_4_data.out,Yahoo_A2synthetic_4_data.out,YAHOO,0.5800965159166668,Hard,1421,0.002814919,sequence,C:\Users\gkost\thesis_timeseries\TSB-UAD\data\TSB-UAD-Public\YAHOO\Yahoo_A2synthetic_4_data.out
Yahoo_A2synthetic_66_data.out,Yahoo_A2synthetic_66_data.out,YAHOO,0.5791930937499999,Hard,1421,0.00070373,point,C:\Users\gkost\thesis_timeseries\TSB-UAD\data\TSB-UAD-Public\YAHOO\Yahoo_A2synthetic_66_data.out
machine-2-8.test.csv@34.out,machine-2-8.test.csv@34.out,SMD,0.8416591118333332,Easy,23703,0.006792389,sequence,C:\Users\gkost\thesis_timeseries\TSB-UAD\data\TSB-UAD-Public\SMD\machine-2-8.test.csv@34.out
machine-2-8.test.csv@13.out,machine-2-8.test.csv@13.out,SMD,0.7506130333333333,Easy,23703,0.006792389,sequence,C:\Users\gkost\thesis_timeseries\TSB-UAD\data\TSB-UAD-Public\SMD\machine-2-8.test.csv@13.out
machine-2-8.test.csv@21.out,machine-2-8.test.csv@21.out,SMD,0.8420197663333333,Easy,23703,0.006792389,sequence,C:\Users\gkost\thesis_timeseries\TSB-UAD\data\TSB-UAD-Public\SMD\machine-2-8.test.csv@21.out
machine-3-11.test.csv@36.out,machine-3-11.test.csv@36.out,SMD,0.8121650439166666,Easy,28696,0.006899916,sequence,C:\Users\gkost\thesis_timeseries\TSB-UAD\data\TSB-UAD-Public\SMD\machine-3-11.test.csv@36.out
machine-3-11.test.csv@7.out,machine-3-11.test.csv@7.out,SMD,0.786455636,Easy,28696,0.006899916,sequence,C:\Users\gkost\thesis_timeseries\TSB-UAD\data\TSB-UAD-Public\SMD\machine-3-11.test.csv@7.out
machine-2-3.test.csv@14.out,machine-2-3.test.csv@14.out,SMD,0.6253863801666667,Medium,23689,0.011355481,sequence,C:\Users\gkost\thesis_timeseries\TSB-UAD\data\TSB-UAD-Public\SMD\machine-2-3.test.csv@14.out
machine-2-6.test.csv@15.out,machine-2-6.test.csv@15.out,SMD,0.6243387376666666,Medium,28743,0.014751418,sequence,C:\Users\gkost\thesis_timeseries\TSB-UAD\data\TSB-UAD-Public\SMD\machine-2-6.test.csv@15.out
machine-3-10.test.csv@1.out,machine-3-10.test.csv@1.out,SMD,0.7006495230833334,Medium,23693,0.044190267,sequence,C:\Users\gkost\thesis_timeseries\TSB-UAD\data\TSB-UAD-Public\SMD\machine-3-10.test.csv@1.out
machine-2-6.test.csv@31.out,machine-2-6.test.csv@31.out,SMD,0.6754437598333333,Medium,28743,0.014751418,sequence,C:\Users\gkost\thesis_timeseries\TSB-UAD\data\TSB-UAD-Public\SMD\machine-2-6.test.csv@31.out
machine-1-6.test.csv@9.out,machine-1-6.test.csv@9.out,SMD,0.6399350564166667,Medium,23689,0.156528346,sequence,C:\Users\gkost\thesis_timeseries\TSB-UAD\data\TSB-UAD-Public\SMD\machine-1-6.test.csv@9.out
machine-1-2.test.csv@12.out,machine-1-2.test.csv@12.out,SMD,0.7032760095,Medium,23694,0.022874989,sequence,C:\Users\gkost\thesis_timeseries\TSB-UAD\data\TSB-UAD-Public\SMD\machine-1-2.test.csv@12.out
machine-3-10.test.csv@14.out,machine-3-10.test.csv@14.out,SMD,0.6685067750833333,Medium,23693,0.044190267,sequence,C:\Users\gkost\thesis_timeseries\TSB-UAD\data\TSB-UAD-Public\SMD\machine-3-10.test.csv@14.out
machine-1-5.test.csv@26.out,machine-1-5.test.csv@26.out,SMD,0.6869197204166668,Medium,23706,0.004218341,sequence,C:\Users\gkost\thesis_timeseries\TSB-UAD\data\TSB-UAD-Public\SMD\machine-1-5.test.csv@26.out
machine-2-7.test.csv@22.out,machine-2-7.test.csv@22.out,SMD,0.6583666007500001,Medium,23696,0.017597907,sequence,C:\Users\gkost\thesis_timeseries\TSB-UAD\data\TSB-UAD-Public\SMD\machine-2-7.test.csv@22.out
machine-3-8.test.csv@16.out,machine-3-8.test.csv@16.out,SMD,0.6089073502500001,Hard,28704,0.047763378,sequence,C:\Users\gkost\thesis_timeseries\TSB-UAD\data\TSB-UAD-Public\SMD\machine-3-8.test.csv@16.out
machine-1-1.test.csv@20.out,machine-1-1.test.csv@20.out,SMD,0.58087601525,Hard,28479,0.094596018,sequence,C:\Users\gkost\thesis_timeseries\TSB-UAD\data\TSB-UAD-Public\SMD\machine-1-1.test.csv@20.out
machine-1-8.test.csv@11.out,machine-1-8.test.csv@11.out,SMD,0.5974332531666666,Hard,23699,0.032195451,sequence,C:\Users\gkost\thesis_timeseries\TSB-UAD\data\TSB-UAD-Public\SMD\machine-1-8.test.csv@11.out
116_UCR_Anomaly_CIMIS44AirTemperature4_4000_5549_5597.out,116_UCR_Anomaly_CIMIS44AirTemperature4_4000_5549_5597.out,KDD21,0.7932865745833332,Easy,8184,0.005865103,sequence,C:\Users\gkost\thesis_timeseries\TSB-UAD\data\TSB-UAD-Public\KDD21\116_UCR_Anomaly_CIMIS44AirTemperature4_4000_5549_5597.out
163_UCR_Anomaly_apneaecg2_10000_20950_21100.out,163_UCR_Anomaly_apneaecg2_10000_20950_21100.out,KDD21,0.7567505649999999,Easy,38501,0.003896003,sequence,C:\Users\gkost\thesis_timeseries\TSB-UAD\data\TSB-UAD-Public\KDD21\163_UCR_Anomaly_apneaecg2_10000_20950_21100.out
031_UCR_Anomaly_DISTORTEDInternalBleeding20_2700_5759_5919.out,031_UCR_Anomaly_DISTORTEDInternalBleeding20_2700_5759_5919.out,KDD21,0.7527060765,Easy,7500,0.021333333,sequence,C:\Users\gkost\thesis_timeseries\TSB-UAD\data\TSB-UAD-Public\KDD21\031_UCR_Anomaly_DISTORTEDInternalBleeding20_2700_5759_5919.out
050_UCR_Anomaly_DISTORTEDTkeepForthMARS_3500_5988_6085.out,050_UCR_Anomaly_DISTORTEDTkeepForthMARS_3500_5988_6085.out,KDD21,0.7084136877499999,Easy,11308,0.008577998,sequence,C:\Users\gkost\thesis_timeseries\TSB-UAD\data\TSB-UAD-Public\KDD21\050_UCR_Anomaly_DISTORTEDTkeepForthMARS_3500_5988_6085.out
099_UCR_Anomaly_NOISEInternalBleeding6_1500_3474_3629.out,099_UCR_Anomaly_NOISEInternalBleeding6_1500_3474_3629.out,KDD21,0.7825861090833333,Easy,7654,0.020250849,sequence,C:\Users\gkost\thesis_timeseries\TSB-UAD\data\TSB-UAD-Public\KDD21\099_UCR_Anomaly_NOISEInternalBleeding6_1500_3474_3629.out
115_UCR_Anomaly_CIMIS44AirTemperature3_4000_6520_6544.out,115_UCR_Anomaly_CIMIS44AirTemperature3_4000_6520_6544.out,KDD21,0.7415147809166668,Easy,8184,0.002932551,sequence,C:\Users\gkost\thesis_timeseries\TSB-UAD\data\TSB-UAD-Public\KDD21\115_UCR_Anomaly_CIMIS44AirTemperature3_4000_6520_6544.out
233_UCR_Anomaly_mit14157longtermecg_18913_24500_24501.out,233_UCR_Anomaly_mit14157longtermecg_18913_24500_24501.out,KDD21,0.9917550265833333,Easy,92710,1.08e-05,point,C:\Users\gkost\thesis_timeseries\TSB-UAD\data\TSB-UAD-Public\KDD21\233_UCR_Anomaly_mit14157longtermecg_18913_24500_24501.out
073_UCR_Anomaly_DISTORTEDpark3m_60000_72150_72495.out,073_UCR_Anomaly_DISTORTEDpark3m_60000_72150_72495.out,KDD21,0.6329929682500001,Medium,90000,0.003833333,sequence,C:\Users\gkost\thesis_timeseries\TSB-UAD\data\TSB-UAD-Public\KDD21\073_UCR_Anomaly_DISTORTEDpark3m_60000_72150_72495.out
181_UCR_Anomaly_park3m_60000_72150_72495.out,181_UCR_Anomaly_park3m_60000_72150_72495.out,KDD21,0.6862255500833333,Medium,90000,0.003833333,sequence,C:\Users\gkost\thesis_timeseries\TSB-UAD\data\TSB-UAD-Public\KDD21\181_UCR_Anomaly_park3m_60000_72150_72495.out
010_UCR_Anomaly_DISTORTEDCIMIS44AirTemperature6_4000_6006_6054.out,010_UCR_Anomaly_DISTORTEDCIMIS44AirTemperature6_4000_6006_6054.out,KDD21,0.6785728462499999,Medium,8184,0.005865103,sequence,C:\Users\gkost\thesis_timeseries\TSB-UAD\data\TSB-UAD-Public\KDD21\010_UCR_Anomaly_DISTORTEDCIMIS44AirTemperature6_4000_6006_6054.out
005_UCR_Anomaly_DISTORTEDCIMIS44AirTemperature1_4000_5391_5392.out,005_UCR_Anomaly_DISTORTEDCIMIS44AirTemperature1_4000_5391_5392.out,KDD21,0.6365599281666666,Medium,8184,0.00012219,point,C:\Users\gkost\thesis_timeseries\TSB-UAD\data\TSB-UAD-Public\KDD21\005_UCR_Anomaly_DISTORTEDCIMIS44AirTemperature1_4000_5391_5392.out
042_UCR_Anomaly_DISTORTEDLab2Cmac011215EPG6_7000_12190_12420.out,042_UCR_Anomaly_DISTORTEDLab2Cmac011215EPG6_7000_12190_12420.out,KDD21,0.5493455501666666,Hard,29859,0.00770287,sequence,C:\Users\gkost\thesis_timeseries\TSB-UAD\data\TSB-UAD-Public\KDD21\042_UCR_Anomaly_DISTORTEDLab2Cmac011215EPG6_7000_12190_12420.out
137_UCR_Anomaly_InternalBleeding18_2300_4485_4587.out,137_UCR_Anomaly_InternalBleeding18_2300_4485_4587.out,KDD21,0.60938484375,Hard,7500,0.0136,sequence,C:\Users\gkost\thesis_timeseries\TSB-UAD\data\TSB-UAD-Public\KDD21\137_UCR_Anomaly_InternalBleeding18_2300_4485_4587.out
110_UCR_Anomaly_2sddb40_35000_56600_56900.out,110_UCR_Anomaly_2sddb40_35000_56600_56900.out,KDD21,0.4902627248333333,Hard,80001,0.003749953,sequence,C:\Users\gkost\thesis_timeseries\TSB-UAD\data\TSB-UAD-Public\KDD21\110_UCR_Anomaly_2sddb40_35000_56600_56900.out
212_UCR_Anomaly_Italianpowerdemand_8913_29480_29504.out,212_UCR_Anomaly_Italianpowerdemand_8913_29480_29504.out,KDD21,0.5046825540833334,Hard,29931,0.000801844,sequence,C:\Users\gkost\thesis_timeseries\TSB-UAD\data\TSB-UAD-Public\KDD21\212_UCR_Anomaly_Italianpowerdemand_8913_29480_29504.out
11_Lev_fault_Temp_corr_seed_41_vars_23.test.csv@4.out,11_Lev_fault_Temp_corr_seed_41_vars_23.test.csv@4.out,GHL,0.7230882248333333,Easy,200001,0.000719996,sequence,C:\Users\gkost\thesis_timeseries\TSB-UAD\data\TSB-UAD-Public\GHL\11_Lev_fault_Temp_corr_seed_41_vars_23.test.csv@4.out
20_Lev_fault_Temp_corr_seed_67_vars_23.test.csv@10.out,20_Lev_fault_Temp_corr_seed_67_vars_23.test.csv@10.out,GHL,0.7087499195000001,Easy,200001,0.000719996,sequence,C:\Users\gkost\thesis_timeseries\TSB-UAD\data\TSB-UAD-Public\GHL\20_Lev_fault_Temp_corr_seed_67_vars_23.test.csv@10.out
15_Lev_fault_Temp_corr_seed_49_vars_23.test.csv@8.out,15_Lev_fault_Temp_corr_seed_49_vars_23.test.csv@8.out,GHL,0.7237705158333333,Easy,200001,0.000719996,sequence,C:\Users\gkost\thesis_timeseries\TSB-UAD\data\TSB-UAD-Public\GHL\15_Lev_fault_Temp_corr_seed_49_vars_23.test.csv@8.out
22_Lev_fault_Temp_corr_seed_777_vars_23.test.csv@13.out,22_Lev_fault_Temp_corr_seed_777_vars_23.test.csv@13.out,GHL,0.7813642505000001,Easy,200001,0.000724996,sequence,C:\Users\gkost\thesis_timeseries\TSB-UAD\data\TSB-UAD-Public\GHL\22_Lev_fault_Temp_corr_seed_777_vars_23.test.csv@13.out
22_Lev_fault_Temp_corr_seed_777_vars_23.test.csv@16.out,22_Lev_fault_Temp_corr_seed_777_vars_23.test.csv@16.out,GHL,0.6415065505,Medium,200001,0.000724996,sequence,C:\Users\gkost\thesis_timeseries\TSB-UAD\data\TSB-UAD-Public\GHL\22_Lev_fault_Temp_corr_seed_777_vars_23.test.csv@16.out
10_Lev_fault_Temp_corr_seed_39_vars_23.test.csv@13.out,10_Lev_fault_Temp_corr_seed_39_vars_23.test.csv@13.out,GHL,0.6796677592499999,Medium,200001,0.000724996,sequence,C:\Users\gkost\thesis_timeseries\TSB-UAD\data\TSB-UAD-Public\GHL\10_Lev_fault_Temp_corr_seed_39_vars_23.test.csv@13.out
16_Lev_fault_Temp_corr_seed_53_vars_23.test.csv@8.out,16_Lev_fault_Temp_corr_seed_53_vars_23.test.csv@8.out,GHL,0.6903210299166668,Medium,200001,0.000719996,sequence,C:\Users\gkost\thesis_timeseries\TSB-UAD\data\TSB-UAD-Public\GHL\16_Lev_fault_Temp_corr_seed_53_vars_23.test.csv@8.out
37_Lev_corr_Temp_fault_seed_163_vars_23.test.csv@13.out,37_Lev_corr_Temp_fault_seed_163_vars_23.test.csv@13.out,GHL,0.7008549402500001,Medium,200001,0.005329973,sequence,C:\Users\gkost\thesis_timeseries\TSB-UAD\data\TSB-UAD-Public\GHL\37_Lev_corr_Temp_fault_seed_163_vars_23.test.csv@13.out
06_Lev_fault_Temp_corr_seed_29_vars_23.test.csv@4.out,06_Lev_fault_Temp_corr_seed_29_vars_23.test.csv@4.out,GHL,0.6983128939166666,Medium,200001,0.000719996,sequence,C:\Users\gkost\thesis_timeseries\TSB-UAD\data\TSB-UAD-Public\GHL\06_Lev_fault_Temp_corr_seed_29_vars_23.test.csv@4.out
12_Lev_fault_Temp_corr_seed_43_vars_23.test.csv@10.out,12_Lev_fault_Temp_corr_seed_43_vars_23.test.csv@10.out,GHL,0.70041532925,Medium,200001,0.000719996,sequence,C:\Users\gkost\thesis_timeseries\TSB-UAD\data\TSB-UAD-Public\GHL\12_Lev_fault_Temp_corr_seed_43_vars_23.test.csv@10.out
07_Lev_fault_Temp_corr_seed_31_vars_23.test.csv@2.out,07_Lev_fault_Temp_corr_seed_31_vars_23.test.csv@2.out,GHL,0.5410591025,Hard,200001,0.000719996,sequence,C:\Users\gkost\thesis_timeseries\TSB-UAD\data\TSB-UAD-Public\GHL\07_Lev_fault_Temp_corr_seed_31_vars_23.test.csv@2.out
12_Lev_fault_Temp_corr_seed_43_vars_23.test.csv@2.out,12_Lev_fault_Temp_corr_seed_43_vars_23.test.csv@2.out,GHL,0.5875495083333333,Hard,200001,0.000719996,sequence,C:\Users\gkost\thesis_timeseries\TSB-UAD\data\TSB-UAD-Public\GHL\12_Lev_fault_Temp_corr_seed_43_vars_23.test.csv@2.out
875.test.csv@1.out,875.test.csv@1.out,SVDB,0.7126256426666667,Easy,230400,0.06390191,sequence,C:\Users\gkost\thesis_timeseries\TSB-UAD\data\TSB-UAD-Public\SVDB\875.test.csv@1.out
858.test.csv@1.out,858.test.csv@1.out,SVDB,0.84298090275,Easy,230400,0.005256076,sequence,C:\Users\gkost\thesis_timeseries\TSB-UAD\data\TSB-UAD-Public\SVDB\858.test.csv@1.out
849.test.csv@1.out,849.test.csv@1.out,SVDB,0.7606819123333334,Easy,230400,0.038328993,sequence,C:\Users\gkost\thesis_timeseries\TSB-UAD\data\TSB-UAD-Public\SVDB\849.test.csv@1.out
825.test.csv@1.out,825.test.csv@1.out,SVDB,0.6783551631666667,Medium,230400,0.063576389,sequence,C:\Users\gkost\thesis_timeseries\TSB-UAD\data\TSB-UAD-Public\SVDB\825.test.csv@1.out
827.test.csv@1.out,827.test.csv@1.out,SVDB,0.6277757228333333,Medium,230400,0.011106771,sequence,C:\Users\gkost\thesis_timeseries\TSB-UAD\data\TSB-UAD-Public\SVDB\827.test.csv@1.out
859.test.csv@1.out,859.test.csv@1.out,SVDB,0.65744919925,Medium,230400,0.173997396,sequence,C:\Users\gkost\thesis_timeseries\TSB-UAD\data\TSB-UAD-Public\SVDB\859.test.csv@1.out
812.test.csv@2.out,812.test.csv@2.out,SVDB,0.68915030375,Medium,230400,0.063168403,sequence,C:\Users\gkost\thesis_timeseries\TSB-UAD\data\TSB-UAD-Public\SVDB\812.test.csv@2.out
842.test.csv@1.out,842.test.csv@1.out,SVDB,0.6673197709166666,Medium,230400,0.065425347,sequence,C:\Users\gkost\thesis_timeseries\TSB-UAD\data\TSB-UAD-Public\SVDB\842.test.csv@1.out
890.test.csv@2.out,890.test.csv@2.out,SVDB,0.6553323536666666,Medium,230400,0.090364583,sequence,C:\Users\gkost\thesis_timeseries\TSB-UAD\data\TSB-UAD-Public\SVDB\890.test.csv@2.out
893.test.csv@2.out,893.test.csv@2.out,SVDB,0.6191318936666667,Hard,230400,0.188016493,sequence,C:\Users\gkost\thesis_timeseries\TSB-UAD\data\TSB-UAD-Public\SVDB\893.test.csv@2.out
