filename,dataset,path
Yahoo_A1real_22_data.out,YAHOO,C:\Users\gkost\thesis_timeseries\TSB-UAD\data\TSB-UAD-Public\YAHOO\Yahoo_A1real_22_data.out
Yahoo_A2synthetic_93_data.out,YAHOO,C:\Users\gkost\thesis_timeseries\TSB-UAD\data\TSB-UAD-Public\YAHOO\Yahoo_A2synthetic_93_data.out
Yahoo_A1real_21_data.out,YAHOO,C:\Users\gkost\thesis_timeseries\TSB-UAD\data\TSB-UAD-Public\YAHOO\Yahoo_A1real_21_data.out
Yahoo_A2synthetic_13_data.out,YAHOO,C:\Users\gkost\thesis_timeseries\TSB-UAD\data\TSB-UAD-Public\YAHOO\Yahoo_A2synthetic_13_data.out
YahooA4Benchmark-TS87_data.out,YAHOO,C:\Users\gkost\thesis_timeseries\TSB-UAD\data\TSB-UAD-Public\YAHOO\YahooA4Benchmark-TS87_data.out
Yahoo_A2synthetic_56_data.out,YAHOO,C:\Users\gkost\thesis_timeseries\TSB-UAD\data\TSB-UAD-Public\YAHOO\Yahoo_A2synthetic_56_data.out
YahooA3Benchmark-TS23_data.out,YAHOO,C:\Users\gkost\thesis_timeseries\TSB-UAD\data\TSB-UAD-Public\YAHOO\YahooA3Benchmark-TS23_data.out
Yahoo_A2synthetic_42_data.out,YAHOO,C:\Users\gkost\thesis_timeseries\TSB-UAD\data\TSB-UAD-Public\YAHOO\Yahoo_A2synthetic_42_data.out
Yahoo_A1real_3_data.out,YAHOO,C:\Users\gkost\thesis_timeseries\TSB-UAD\data\TSB-UAD-Public\YAHOO\Yahoo_A1real_3_data.out
125_UCR_Anomaly_ECG4_5000_17000_17100.txt,KDD21,C:\Users\gkost\thesis_timeseries\TSB-UAD\data\TSB-UAD-Public\KDD21\125_UCR_Anomaly_ECG4_5000_17000_17100.out
020_UCR_Anomaly_DISTORTEDGP711MarkerLFM5z2_5000_7175_7388.txt,KDD21,C:\Users\gkost\thesis_timeseries\TSB-UAD\data\TSB-UAD-Public\KDD21\020_UCR_Anomaly_DISTORTEDGP711MarkerLFM5z2_5000_7175_7388.out
096_UCR_Anomaly_NOISEECG4_5000_16900_17100.txt,KDD21,C:\Users\gkost\thesis_timeseries\TSB-UAD\data\TSB-UAD-Public\KDD21\096_UCR_Anomaly_NOISEECG4_5000_16900_17100.out
017_UCR_Anomaly_DISTORTEDECG4_5000_17000_17100.txt,KDD21,C:\Users\gkost\thesis_timeseries\TSB-UAD\data\TSB-UAD-Public\KDD21\017_UCR_Anomaly_DISTORTEDECG4_5000_17000_17100.out
126_UCR_Anomaly_ECG4_8000_17000_17100.txt,KDD21,C:\Users\gkost\thesis_timeseries\TSB-UAD\data\TSB-UAD-Public\KDD21\126_UCR_Anomaly_ECG4_8000_17000_17100.out
070_UCR_Anomaly_DISTORTEDltstdbs30791AI_17555_52600_52800.txt,KDD21,C:\Users\gkost\thesis_timeseries\TSB-UAD\data\TSB-UAD-Public\KDD21\070_UCR_Anomaly_DISTORTEDltstdbs30791AI_17555_52600_52800.out
160_UCR_Anomaly_TkeepThirdMARS_3500_4711_4809.txt,KDD21,C:\Users\gkost\thesis_timeseries\TSB-UAD\data\TSB-UAD-Public\KDD21\160_UCR_Anomaly_TkeepThirdMARS_3500_4711_4809.out
134_UCR_Anomaly_InternalBleeding15_1700_5684_5854.txt,KDD21,C:\Users\gkost\thesis_timeseries\TSB-UAD\data\TSB-UAD-Public\KDD21\134_UCR_Anomaly_InternalBleeding15_1700_5684_5854.out
133_UCR_Anomaly_InternalBleeding14_2800_5607_5634.txt,KDD21,C:\Users\gkost\thesis_timeseries\TSB-UAD\data\TSB-UAD-Public\KDD21\133_UCR_Anomaly_InternalBleeding14_2800_5607_5634.out
094_UCR_Anomaly_NOISEBIDMC1_2500_5400_5600.txt,KDD21,C:\Users\gkost\thesis_timeseries\TSB-UAD\data\TSB-UAD-Public\KDD21\094_UCR_Anomaly_NOISEBIDMC1_2500_5400_5600.out
128_UCR_Anomaly_GP711MarkerLFM5z2_5000_7175_7388.txt,KDD21,C:\Users\gkost\thesis_timeseries\TSB-UAD\data\TSB-UAD-Public\KDD21\128_UCR_Anomaly_GP711MarkerLFM5z2_5000_7175_7388.out
S03R01E1.test.csv@7.out,Daphnet,C:\Users\gkost\thesis_timeseries\TSB-UAD\data\TSB-UAD-Public\Daphnet\S03R01E1.test.csv@7.out
S03R02E0.test.csv@2.out,Daphnet,C:\Users\gkost\thesis_timeseries\TSB-UAD\data\TSB-UAD-Public\Daphnet\S03R02E0.test.csv@2.out
S03R02E0.test.csv@1.out,Daphnet,C:\Users\gkost\thesis_timeseries\TSB-UAD\data\TSB-UAD-Public\Daphnet\S03R02E0.test.csv@1.out
221.test.csv@2.out,MITDB,C:\Users\gkost\thesis_timeseries\TSB-UAD\data\TSB-UAD-Public\MITDB\221.test.csv@2.out
109.test.csv@2.out,MITDB,C:\Users\gkost\thesis_timeseries\TSB-UAD\data\TSB-UAD-Public\MITDB\109.test.csv@2.out
201.test.csv@2.out,MITDB,C:\Users\gkost\thesis_timeseries\TSB-UAD\data\TSB-UAD-Public\MITDB\201.test.csv@2.out
room-occupancy-0.test.csv@5.out,Occupancy,C:\Users\gkost\thesis_timeseries\TSB-UAD\data\TSB-UAD-Public\Occupancy\room-occupancy-0.test.csv@5.out
room-occupancy-1.test.csv@4.out,Occupancy,C:\Users\gkost\thesis_timeseries\TSB-UAD\data\TSB-UAD-Public\Occupancy\room-occupancy-1.test.csv@4.out
S3-ADL4.test.csv@66.out,OPPORTUNITY,C:\Users\gkost\thesis_timeseries\TSB-UAD\data\TSB-UAD-Public\OPPORTUNITY\S3-ADL4.test.csv@66.out
S4-ADL3.test.csv@16.out,OPPORTUNITY,C:\Users\gkost\thesis_timeseries\TSB-UAD\data\TSB-UAD-Public\OPPORTUNITY\S4-ADL3.test.csv@16.out
S1-ADL4.test.csv@104.out,OPPORTUNITY,C:\Users\gkost\thesis_timeseries\TSB-UAD\data\TSB-UAD-Public\OPPORTUNITY\S1-ADL4.test.csv@104.out
S3-ADL1.test.csv@63.out,OPPORTUNITY,C:\Users\gkost\thesis_timeseries\TSB-UAD\data\TSB-UAD-Public\OPPORTUNITY\S3-ADL1.test.csv@63.out
S2-ADL4.test.csv@38.out,OPPORTUNITY,C:\Users\gkost\thesis_timeseries\TSB-UAD\data\TSB-UAD-Public\OPPORTUNITY\S2-ADL4.test.csv@38.out
S4-ADL5.test.csv@16.out,OPPORTUNITY,C:\Users\gkost\thesis_timeseries\TSB-UAD\data\TSB-UAD-Public\OPPORTUNITY\S4-ADL5.test.csv@16.out
S2-ADL1.test.csv@104.out,OPPORTUNITY,C:\Users\gkost\thesis_timeseries\TSB-UAD\data\TSB-UAD-Public\OPPORTUNITY\S2-ADL1.test.csv@104.out
S4-ADL2.test.csv@38.out,OPPORTUNITY,C:\Users\gkost\thesis_timeseries\TSB-UAD\data\TSB-UAD-Public\OPPORTUNITY\S4-ADL2.test.csv@38.out
S1-ADL2.test.csv@82.out,OPPORTUNITY,C:\Users\gkost\thesis_timeseries\TSB-UAD\data\TSB-UAD-Public\OPPORTUNITY\S1-ADL2.test.csv@82.out
S3-ADL4.test.csv@38.out,OPPORTUNITY,C:\Users\gkost\thesis_timeseries\TSB-UAD\data\TSB-UAD-Public\OPPORTUNITY\S3-ADL4.test.csv@38.out
S4-ADL5.test.csv@39.out,OPPORTUNITY,C:\Users\gkost\thesis_timeseries\TSB-UAD\data\TSB-UAD-Public\OPPORTUNITY\S4-ADL5.test.csv@39.out
S3-ADL4.test.csv@126.out,OPPORTUNITY,C:\Users\gkost\thesis_timeseries\TSB-UAD\data\TSB-UAD-Public\OPPORTUNITY\S3-ADL4.test.csv@126.out
machine-3-10.test.csv@28.out,SMD,C:\Users\gkost\thesis_timeseries\TSB-UAD\data\TSB-UAD-Public\SMD\machine-3-10.test.csv@28.out
machine-3-1.test.csv@35.out,SMD,C:\Users\gkost\thesis_timeseries\TSB-UAD\data\TSB-UAD-Public\SMD\machine-3-1.test.csv@35.out
machine-2-5.test.csv@13.out,SMD,C:\Users\gkost\thesis_timeseries\TSB-UAD\data\TSB-UAD-Public\SMD\machine-2-5.test.csv@13.out
machine-3-11.test.csv@1.out,SMD,C:\Users\gkost\thesis_timeseries\TSB-UAD\data\TSB-UAD-Public\SMD\machine-3-11.test.csv@1.out
machine-3-9.test.csv@35.out,SMD,C:\Users\gkost\thesis_timeseries\TSB-UAD\data\TSB-UAD-Public\SMD\machine-3-9.test.csv@35.out
machine-2-3.test.csv@32.out,SMD,C:\Users\gkost\thesis_timeseries\TSB-UAD\data\TSB-UAD-Public\SMD\machine-2-3.test.csv@32.out
machine-2-9.test.csv@10.out,SMD,C:\Users\gkost\thesis_timeseries\TSB-UAD\data\TSB-UAD-Public\SMD\machine-2-9.test.csv@10.out
machine-3-11.test.csv@24.out,SMD,C:\Users\gkost\thesis_timeseries\TSB-UAD\data\TSB-UAD-Public\SMD\machine-3-11.test.csv@24.out
machine-3-8.test.csv@2.out,SMD,C:\Users\gkost\thesis_timeseries\TSB-UAD\data\TSB-UAD-Public\SMD\machine-3-8.test.csv@2.out
machine-2-4.test.csv@15.out,SMD,C:\Users\gkost\thesis_timeseries\TSB-UAD\data\TSB-UAD-Public\SMD\machine-2-4.test.csv@15.out
machine-3-10.test.csv@31.out,SMD,C:\Users\gkost\thesis_timeseries\TSB-UAD\data\TSB-UAD-Public\SMD\machine-3-10.test.csv@31.out
machine-1-2.test.csv@13.out,SMD,C:\Users\gkost\thesis_timeseries\TSB-UAD\data\TSB-UAD-Public\SMD\machine-1-2.test.csv@13.out
machine-2-3.test.csv@31.out,SMD,C:\Users\gkost\thesis_timeseries\TSB-UAD\data\TSB-UAD-Public\SMD\machine-2-3.test.csv@31.out
machine-3-4.test.csv@6.out,SMD,C:\Users\gkost\thesis_timeseries\TSB-UAD\data\TSB-UAD-Public\SMD\machine-3-4.test.csv@6.out
machine-2-8.test.csv@9.out,SMD,C:\Users\gkost\thesis_timeseries\TSB-UAD\data\TSB-UAD-Public\SMD\machine-2-8.test.csv@9.out
machine-2-7.test.csv@20.out,SMD,C:\Users\gkost\thesis_timeseries\TSB-UAD\data\TSB-UAD-Public\SMD\machine-2-7.test.csv@20.out
machine-2-8.test.csv@5.out,SMD,C:\Users\gkost\thesis_timeseries\TSB-UAD\data\TSB-UAD-Public\SMD\machine-2-8.test.csv@5.out
machine-2-8.test.csv@3.out,SMD,C:\Users\gkost\thesis_timeseries\TSB-UAD\data\TSB-UAD-Public\SMD\machine-2-8.test.csv@3.out
machine-1-4.test.csv@14.out,SMD,C:\Users\gkost\thesis_timeseries\TSB-UAD\data\TSB-UAD-Public\SMD\machine-1-4.test.csv@14.out
machine-2-8.test.csv@7.out,SMD,C:\Users\gkost\thesis_timeseries\TSB-UAD\data\TSB-UAD-Public\SMD\machine-2-8.test.csv@7.out
machine-2-9.test.csv@9.out,SMD,C:\Users\gkost\thesis_timeseries\TSB-UAD\data\TSB-UAD-Public\SMD\machine-2-9.test.csv@9.out
machine-2-7.test.csv@19.out,SMD,C:\Users\gkost\thesis_timeseries\TSB-UAD\data\TSB-UAD-Public\SMD\machine-2-7.test.csv@19.out
machine-2-8.test.csv@20.out,SMD,C:\Users\gkost\thesis_timeseries\TSB-UAD\data\TSB-UAD-Public\SMD\machine-2-8.test.csv@20.out
868.test.csv@1.out,SVDB,C:\Users\gkost\thesis_timeseries\TSB-UAD\data\TSB-UAD-Public\SVDB\868.test.csv@1.out
875.test.csv@2.out,SVDB,C:\Users\gkost\thesis_timeseries\TSB-UAD\data\TSB-UAD-Public\SVDB\875.test.csv@2.out
809.test.csv@1.out,SVDB,C:\Users\gkost\thesis_timeseries\TSB-UAD\data\TSB-UAD-Public\SVDB\809.test.csv@1.out
803.test.csv@1.out,SVDB,C:\Users\gkost\thesis_timeseries\TSB-UAD\data\TSB-UAD-Public\SVDB\803.test.csv@1.out
812.test.csv@1.out,SVDB,C:\Users\gkost\thesis_timeseries\TSB-UAD\data\TSB-UAD-Public\SVDB\812.test.csv@1.out
887.test.csv@1.out,SVDB,C:\Users\gkost\thesis_timeseries\TSB-UAD\data\TSB-UAD-Public\SVDB\887.test.csv@1.out
891.test.csv@1.out,SVDB,C:\Users\gkost\thesis_timeseries\TSB-UAD\data\TSB-UAD-Public\SVDB\891.test.csv@1.out
868.test.csv@2.out,SVDB,C:\Users\gkost\thesis_timeseries\TSB-UAD\data\TSB-UAD-Public\SVDB\868.test.csv@2.out
841.test.csv@1.out,SVDB,C:\Users\gkost\thesis_timeseries\TSB-UAD\data\TSB-UAD-Public\SVDB\841.test.csv@1.out
861.test.csv@2.out,SVDB,C:\Users\gkost\thesis_timeseries\TSB-UAD\data\TSB-UAD-Public\SVDB\861.test.csv@2.out
821.test.csv@1.out,SVDB,C:\Users\gkost\thesis_timeseries\TSB-UAD\data\TSB-UAD-Public\SVDB\821.test.csv@1.out
890.test.csv@2.out,SVDB,C:\Users\gkost\thesis_timeseries\TSB-UAD\data\TSB-UAD-Public\SVDB\890.test.csv@2.out
891.test.csv@2.out,SVDB,C:\Users\gkost\thesis_timeseries\TSB-UAD\data\TSB-UAD-Public\SVDB\891.test.csv@2.out
812.test.csv@2.out,SVDB,C:\Users\gkost\thesis_timeseries\TSB-UAD\data\TSB-UAD-Public\SVDB\812.test.csv@2.out
805.test.csv@2.out,SVDB,C:\Users\gkost\thesis_timeseries\TSB-UAD\data\TSB-UAD-Public\SVDB\805.test.csv@2.out
