filename,dataset
195_UCR_Anomaly_sel840mECG1_17000_51370_51740.txt,KDD21
196_UCR_Anomaly_sel840mECG2_20000_49370_49740.txt,KDD21
201_UCR_Anomaly_CHARISfive_10000_17001_17016.txt,KDD21
215_UCR_Anomaly_STAFFIIIDatabase_36276_106720_107370.txt,KDD21
217_UCR_Anomaly_STAFFIIIDatabase_38211_150720_151370.txt,KDD21
220_UCR_Anomaly_STAFFIIIDatabase_43217_250720_251370.txt,KDD21
227_UCR_Anomaly_mit14134longtermecg_11231_29000_29100.txt,KDD21
228_UCR_Anomaly_mit14134longtermecg_11361_47830_47850.txt,KDD21
229_UCR_Anomaly_mit14134longtermecg_16363_57960_57970.txt,KDD21
22_Lev_fault_Temp_corr_seed_777_vars_23.test.csv@10.out,GHL
230_UCR_Anomaly_mit14134longtermecg_19363_19510_19610.txt,KDD21
231_UCR_Anomaly_mit14134longtermecg_8763_47530_47790.txt,KDD21
234.test.csv@1.out,MITDB
234.test.csv@2.out,MITDB
234_UCR_Anomaly_mit14157longtermecg_18913_24600_24601.txt,KDD21
242_UCR_Anomaly_tilt12744mtable_100000_104630_104890.txt,KDD21
247_UCR_Anomaly_tilt12755mtable_50211_121900_121980.txt,KDD21
28_Lev_corr_Temp_fault_seed_119_vars_23.test.csv@13.out,GHL
3.test.out,MGAB
30_Lev_corr_Temp_fault_seed_130_vars_23.test.csv@13.out,GHL
34_Lev_corr_Temp_fault_seed_151_vars_23.test.csv@13.out,GHL
37_Lev_corr_Temp_fault_seed_163_vars_23.test.csv@7.out,GHL
48_Lev_corr_Temp_fault_seed_199_vars_23.test.csv@16.out,GHL
7.test.out,MGAB
806.test.csv@2.out,SVDB
808.test.csv@1.out,SVDB
811.test.csv@2.out,SVDB
812.test.csv@1.out,SVDB
820.test.csv@2.out,SVDB
825.test.csv@2.out,SVDB
850.test.csv@2.out,SVDB
856.test.csv@1.out,SVDB
859.test.csv@1.out,SVDB
861.test.csv@2.out,SVDB
863.test.csv@2.out,SVDB
864.test.csv@1.out,SVDB
869.test.csv@1.out,SVDB
870.test.csv@1.out,SVDB
872.test.csv@1.out,SVDB
873.test.csv@2.out,SVDB
874.test.csv@2.out,SVDB
880.test.csv@2.out,SVDB
886.test.csv@1.out,SVDB
890.test.csv@2.out,SVDB
894.test.csv@1.out,SVDB
KPI-301c70d8-1630-35ac-8f96-bc1b6f4359ea.test.out,IOPS
KPI-43115f2a-baeb-3b01-96f7-4ea14188343c.test.out,IOPS
KPI-6d1114ae-be04-3c46-b5aa-be1a003a57cd.test.out,IOPS
KPI-ab216663-dcc2-3a24-b1ee-2c3e550e06c9.test.out,IOPS
KPI-c69a50cf-ee03-3bd7-831e-407d36c7ee91.test.out,IOPS
MBA_ECG803_data.out,ECG
NAB_data_CloudWatch_11.out,NAB
NAB_data_CloudWatch_3.out,NAB
NAB_data_CloudWatch_6.out,NAB
NAB_data_Exchange_2.out,NAB
NAB_data_Exchange_3.out,NAB
NAB_data_KnownCause_4.out,NAB
NAB_data_Traffic_3.out,NAB
NAB_data_art1_2.out,NAB
NAB_data_art1_5.out,NAB
NAB_data_tweets_1.out,NAB
S03R01E0.test.csv@3.out,Daphnet
S03R01E1.test.csv@1.out,Daphnet
S03R01E1.test.csv@2.out,Daphnet
S03R01E1.test.csv@4.out,Daphnet
S03R02E0.test.csv@6.out,Daphnet
S03R03E4.test.csv@3.out,Daphnet
S09R01E0.test.csv@7.out,Daphnet
S09R01E4.test.csv@1.out,Daphnet
S1-ADL1.test.csv@77.out,OPPORTUNITY
S1-ADL1.test.csv@90.out,OPPORTUNITY
S1-ADL1.test.csv@95.out,OPPORTUNITY
S1-ADL2.test.csv@103.out,OPPORTUNITY
S1-ADL2.test.csv@110.out,OPPORTUNITY
S1-ADL2.test.csv@114.out,OPPORTUNITY
S1-ADL2.test.csv@120.out,OPPORTUNITY
S1-ADL2.test.csv@126.out,OPPORTUNITY
S1-ADL2.test.csv@52.out,OPPORTUNITY
S1-ADL2.test.csv@77.out,OPPORTUNITY
S1-ADL2.test.csv@85.out,OPPORTUNITY
S1-ADL2.test.csv@90.out,OPPORTUNITY
S1-ADL3.test.csv@103.out,OPPORTUNITY
S1-ADL3.test.csv@104.out,OPPORTUNITY
S1-ADL3.test.csv@119.out,OPPORTUNITY
S1-ADL3.test.csv@121.out,OPPORTUNITY
S1-ADL3.test.csv@77.out,OPPORTUNITY
S1-ADL3.test.csv@78.out,OPPORTUNITY
S1-ADL3.test.csv@82.out,OPPORTUNITY
S1-ADL3.test.csv@83.out,OPPORTUNITY
S1-ADL3.test.csv@91.out,OPPORTUNITY
S1-ADL3.test.csv@93.out,OPPORTUNITY
S1-ADL4.test.csv@53.out,OPPORTUNITY
S1-ADL4.test.csv@66.out,OPPORTUNITY
S1-ADL4.test.csv@78.out,OPPORTUNITY
S1-ADL4.test.csv@98.out,OPPORTUNITY
S1-ADL5.test.csv@111.out,OPPORTUNITY
S1-ADL5.test.csv@114.out,OPPORTUNITY
S1-ADL5.test.csv@115.out,OPPORTUNITY
S1-ADL5.test.csv@116.out,OPPORTUNITY
S1-ADL5.test.csv@127.out,OPPORTUNITY
S1-ADL5.test.csv@47.out,OPPORTUNITY
S1-ADL5.test.csv@54.out,OPPORTUNITY
S1-ADL5.test.csv@79.out,OPPORTUNITY
S1-ADL5.test.csv@83.out,OPPORTUNITY
S1-ADL5.test.csv@90.out,OPPORTUNITY
S2-ADL1.test.csv@124.out,OPPORTUNITY
S2-ADL2.test.csv@124.out,OPPORTUNITY
S2-ADL2.test.csv@126.out,OPPORTUNITY
S2-ADL2.test.csv@38.out,OPPORTUNITY
S2-ADL2.test.csv@54.out,OPPORTUNITY
S2-ADL2.test.csv@65.out,OPPORTUNITY
S2-ADL2.test.csv@93.out,OPPORTUNITY
S2-ADL2.test.csv@94.out,OPPORTUNITY
S2-ADL3.test.csv@40.out,OPPORTUNITY
S2-ADL3.test.csv@54.out,OPPORTUNITY
S2-ADL3.test.csv@55.out,OPPORTUNITY
S2-ADL3.test.csv@76.out,OPPORTUNITY
S2-ADL3.test.csv@94.out,OPPORTUNITY
S2-ADL4.test.csv@101.out,OPPORTUNITY
S2-ADL4.test.csv@92.out,OPPORTUNITY
S2-ADL5.test.csv@90.out,OPPORTUNITY
S3-ADL1.test.csv@51.out,OPPORTUNITY
S3-ADL1.test.csv@56.out,OPPORTUNITY
S3-ADL1.test.csv@66.out,OPPORTUNITY
S3-ADL1.test.csv@80.out,OPPORTUNITY
S3-ADL2.test.csv@50.out,OPPORTUNITY
S3-ADL2.test.csv@63.out,OPPORTUNITY
S3-ADL3.test.csv@104.out,OPPORTUNITY
S3-ADL3.test.csv@108.out,OPPORTUNITY
S3-ADL3.test.csv@109.out,OPPORTUNITY
S3-ADL3.test.csv@52.out,OPPORTUNITY
S3-ADL4.test.csv@103.out,OPPORTUNITY
S3-ADL4.test.csv@56.out,OPPORTUNITY
S3-ADL4.test.csv@63.out,OPPORTUNITY
S3-ADL4.test.csv@79.out,OPPORTUNITY
S3-ADL4.test.csv@81.out,OPPORTUNITY
S3-ADL5.test.csv@108.out,OPPORTUNITY
S3-ADL5.test.csv@38.out,OPPORTUNITY
S3-ADL5.test.csv@68.out,OPPORTUNITY
S4-ADL1.test.csv@40.out,OPPORTUNITY
S4-ADL2.test.csv@125.out,OPPORTUNITY
S4-ADL2.test.csv@131.out,OPPORTUNITY
S4-ADL2.test.csv@33.out,OPPORTUNITY
S4-ADL2.test.csv@42.out,OPPORTUNITY
S4-ADL3.test.csv@118.out,OPPORTUNITY
S4-ADL4.test.csv@120.out,OPPORTUNITY
S4-ADL4.test.csv@94.out,OPPORTUNITY
S4-ADL5.test.csv@118.out,OPPORTUNITY
S4-ADL5.test.csv@124.out,OPPORTUNITY
S4-ADL5.test.csv@126.out,OPPORTUNITY
S4-ADL5.test.csv@130.out,OPPORTUNITY
S4-ADL5.test.csv@52.out,OPPORTUNITY
S4-ADL5.test.csv@77.out,OPPORTUNITY
S4-ADL5.test.csv@79.out,OPPORTUNITY
S4-ADL5.test.csv@89.out,OPPORTUNITY
SMAPB-1_data.out,NASA_SMAP
SMAPC-2_data.out,NASA_MSL
SMAPD-5_data.out,NASA_SMAP
SMAPD-8_data.out,NASA_SMAP
SMAPE-7_data.out,NASA_SMAP
SMAPG-1_data.out,NASA_SMAP
SMAPG-7_data.out,NASA_SMAP
SMAPM-2_data.out,NASA_MSL
SMAPM-7_data.out,NASA_MSL
SMAPP-14_data.out,NASA_MSL
SMAPP-15_data.out,NASA_MSL
SMAPP-3_data.out,NASA_SMAP
SMAPP-4_data.out,NASA_SMAP
SMAPS-1_data.out,NASA_SMAP
SMAPT-1_data.out,NASA_SMAP
YahooA3Benchmark-TS14_data.out,YAHOO
YahooA3Benchmark-TS17_data.out,YAHOO
YahooA3Benchmark-TS20_data.out,YAHOO
YahooA3Benchmark-TS28_data.out,YAHOO
YahooA3Benchmark-TS2_data.out,YAHOO
YahooA3Benchmark-TS31_data.out,YAHOO
YahooA3Benchmark-TS38_data.out,YAHOO
YahooA3Benchmark-TS3_data.out,YAHOO
YahooA3Benchmark-TS41_data.out,YAHOO
YahooA3Benchmark-TS42_data.out,YAHOO
YahooA3Benchmark-TS44_data.out,YAHOO
YahooA3Benchmark-TS4_data.out,YAHOO
YahooA3Benchmark-TS50_data.out,YAHOO
YahooA3Benchmark-TS54_data.out,YAHOO
YahooA3Benchmark-TS59_data.out,YAHOO
YahooA3Benchmark-TS5_data.out,YAHOO
YahooA3Benchmark-TS70_data.out,YAHOO
YahooA3Benchmark-TS74_data.out,YAHOO
YahooA3Benchmark-TS80_data.out,YAHOO
YahooA3Benchmark-TS99_data.out,YAHOO
YahooA4Benchmark-TS10_data.out,YAHOO
YahooA4Benchmark-TS14_data.out,YAHOO
YahooA4Benchmark-TS17_data.out,YAHOO
YahooA4Benchmark-TS1_data.out,YAHOO
YahooA4Benchmark-TS22_data.out,YAHOO
YahooA4Benchmark-TS26_data.out,YAHOO
YahooA4Benchmark-TS27_data.out,YAHOO
YahooA4Benchmark-TS28_data.out,YAHOO
YahooA4Benchmark-TS37_data.out,YAHOO
YahooA4Benchmark-TS3_data.out,YAHOO
YahooA4Benchmark-TS42_data.out,YAHOO
YahooA4Benchmark-TS46_data.out,YAHOO
YahooA4Benchmark-TS48_data.out,YAHOO
YahooA4Benchmark-TS50_data.out,YAHOO
YahooA4Benchmark-TS53_data.out,YAHOO
YahooA4Benchmark-TS63_data.out,YAHOO
YahooA4Benchmark-TS66_data.out,YAHOO
YahooA4Benchmark-TS68_data.out,YAHOO
YahooA4Benchmark-TS73_data.out,YAHOO
YahooA4Benchmark-TS76_data.out,YAHOO
YahooA4Benchmark-TS79_data.out,YAHOO
YahooA4Benchmark-TS80_data.out,YAHOO
YahooA4Benchmark-TS86_data.out,YAHOO
YahooA4Benchmark-TS99_data.out,YAHOO
Yahoo_A1real_11_data.out,YAHOO
Yahoo_A1real_14_data.out,YAHOO
Yahoo_A1real_16_data.out,YAHOO
Yahoo_A1real_20_data.out,YAHOO
Yahoo_A1real_22_data.out,YAHOO
Yahoo_A1real_26_data.out,YAHOO
Yahoo_A1real_43_data.out,YAHOO
Yahoo_A1real_5_data.out,YAHOO
Yahoo_A2synthetic_15_data.out,YAHOO
Yahoo_A2synthetic_19_data.out,YAHOO
Yahoo_A2synthetic_23_data.out,YAHOO
Yahoo_A2synthetic_25_data.out,YAHOO
Yahoo_A2synthetic_28_data.out,YAHOO
Yahoo_A2synthetic_2_data.out,YAHOO
Yahoo_A2synthetic_30_data.out,YAHOO
Yahoo_A2synthetic_33_data.out,YAHOO
Yahoo_A2synthetic_3_data.out,YAHOO
Yahoo_A2synthetic_49_data.out,YAHOO
Yahoo_A2synthetic_51_data.out,YAHOO
Yahoo_A2synthetic_60_data.out,YAHOO
Yahoo_A2synthetic_74_data.out,YAHOO
Yahoo_A2synthetic_7_data.out,YAHOO
Yahoo_A2synthetic_90_data.out,YAHOO
Yahoo_A2synthetic_98_data.out,YAHOO
genesis-anomalies.test.csv@5.out,Genesis
machine-1-1.test.csv@12.out,SMD
machine-1-1.test.csv@14.out,SMD
machine-1-1.test.csv@19.out,SMD
machine-1-1.test.csv@23.out,SMD
machine-1-1.test.csv@9.out,SMD
machine-1-2.test.csv@12.out,SMD
machine-1-2.test.csv@13.out,SMD
machine-1-4.test.csv@14.out,SMD
machine-1-5.test.csv@22.out,SMD
machine-1-5.test.csv@26.out,SMD
machine-1-6.test.csv@11.out,SMD
machine-1-8.test.csv@24.out,SMD
machine-1-8.test.csv@26.out,SMD
machine-2-1.test.csv@21.out,SMD
machine-2-1.test.csv@7.out,SMD
machine-2-2.test.csv@11.out,SMD
machine-2-2.test.csv@6.out,SMD
machine-2-3.test.csv@28.out,SMD
machine-2-3.test.csv@32.out,SMD
machine-2-4.test.csv@1.out,SMD
machine-2-4.test.csv@13.out,SMD
machine-2-5.test.csv@15.out,SMD
machine-2-6.test.csv@24.out,SMD
machine-2-7.test.csv@19.out,SMD
machine-2-7.test.csv@24.out,SMD
machine-2-7.test.csv@31.out,SMD
machine-2-8.test.csv@2.out,SMD
machine-2-8.test.csv@22.out,SMD
machine-2-8.test.csv@24.out,SMD
machine-2-8.test.csv@25.out,SMD
machine-2-8.test.csv@36.out,SMD
machine-2-8.test.csv@6.out,SMD
machine-3-10.test.csv@11.out,SMD
machine-3-10.test.csv@14.out,SMD
machine-3-10.test.csv@2.out,SMD
machine-3-10.test.csv@7.out,SMD
machine-3-11.test.csv@16.out,SMD
machine-3-11.test.csv@3.out,SMD
machine-3-3.test.csv@35.out,SMD
machine-3-3.test.csv@38.out,SMD
machine-3-4.test.csv@6.out,SMD
machine-3-6.test.csv@10.out,SMD
machine-3-6.test.csv@32.out,SMD
machine-3-6.test.csv@6.out,SMD
machine-3-7.test.csv@6.out,SMD
machine-3-7.test.csv@7.out,SMD
machine-3-8.test.csv@11.out,SMD
machine-3-8.test.csv@20.out,SMD
machine-3-8.test.csv@21.out,SMD
machine-3-8.test.csv@4.out,SMD
machine-3-9.test.csv@31.out,SMD
room-occupancy-0.test.csv@5.out,Occupancy
room-occupancy.train.csv@3.out,Occupancy
stb-14.test.out,SensorScope
stb-15.test.out,SensorScope
stb-6.test.out,SensorScope
stb-8.test.out,SensorScope
