filename,dataset,path
S1-ADL3.test.csv@82.out,OPPORTUNITY,C:\Users\gkost\thesis_timeseries\TSB-UAD\data\TSB-UAD-Public\OPPORTUNITY\S1-ADL3.test.csv@82.out
machine-3-11.test.csv@3.out,SMD,C:\Users\gkost\thesis_timeseries\TSB-UAD\data\TSB-UAD-Public\SMD\machine-3-11.test.csv@3.out
machine-1-5.test.csv@26.out,SMD,C:\Users\gkost\thesis_timeseries\TSB-UAD\data\TSB-UAD-Public\SMD\machine-1-5.test.csv@26.out
machine-1-1.test.csv@25.out,SMD,C:\Users\gkost\thesis_timeseries\TSB-UAD\data\TSB-UAD-Public\SMD\machine-1-1.test.csv@25.out
machine-3-7.test.csv@6.out,SMD,C:\Users\gkost\thesis_timeseries\TSB-UAD\data\TSB-UAD-Public\SMD\machine-3-7.test.csv@6.out
machine-3-1.test.csv@20.out,SMD,C:\Users\gkost\thesis_timeseries\TSB-UAD\data\TSB-UAD-Public\SMD\machine-3-1.test.csv@20.out
machine-1-5.test.csv@1.out,SMD,C:\Users\gkost\thesis_timeseries\TSB-UAD\data\TSB-UAD-Public\SMD\machine-1-5.test.csv@1.out
machine-3-11.test.csv@22.out,SMD,C:\Users\gkost\thesis_timeseries\TSB-UAD\data\TSB-UAD-Public\SMD\machine-3-11.test.csv@22.out
machine-3-8.test.csv@31.out,SMD,C:\Users\gkost\thesis_timeseries\TSB-UAD\data\TSB-UAD-Public\SMD\machine-3-8.test.csv@31.out
machine-3-6.test.csv@36.out,SMD,C:\Users\gkost\thesis_timeseries\TSB-UAD\data\TSB-UAD-Public\SMD\machine-3-6.test.csv@36.out
machine-2-4.test.csv@28.out,SMD,C:\Users\gkost\thesis_timeseries\TSB-UAD\data\TSB-UAD-Public\SMD\machine-2-4.test.csv@28.out
machine-2-3.test.csv@4.out,SMD,C:\Users\gkost\thesis_timeseries\TSB-UAD\data\TSB-UAD-Public\SMD\machine-2-3.test.csv@4.out
machine-2-6.test.csv@22.out,SMD,C:\Users\gkost\thesis_timeseries\TSB-UAD\data\TSB-UAD-Public\SMD\machine-2-6.test.csv@22.out
machine-2-6.test.csv@26.out,SMD,C:\Users\gkost\thesis_timeseries\TSB-UAD\data\TSB-UAD-Public\SMD\machine-2-6.test.csv@26.out
machine-3-11.test.csv@19.out,SMD,C:\Users\gkost\thesis_timeseries\TSB-UAD\data\TSB-UAD-Public\SMD\machine-3-11.test.csv@19.out
machine-3-10.test.csv@24.out,SMD,C:\Users\gkost\thesis_timeseries\TSB-UAD\data\TSB-UAD-Public\SMD\machine-3-10.test.csv@24.out
machine-1-8.test.csv@11.out,SMD,C:\Users\gkost\thesis_timeseries\TSB-UAD\data\TSB-UAD-Public\SMD\machine-1-8.test.csv@11.out
machine-3-11.test.csv@36.out,SMD,C:\Users\gkost\thesis_timeseries\TSB-UAD\data\TSB-UAD-Public\SMD\machine-3-11.test.csv@36.out
machine-2-8.test.csv@36.out,SMD,C:\Users\gkost\thesis_timeseries\TSB-UAD\data\TSB-UAD-Public\SMD\machine-2-8.test.csv@36.out
842.test.csv@2.out,SVDB,C:\Users\gkost\thesis_timeseries\TSB-UAD\data\TSB-UAD-Public\SVDB\842.test.csv@2.out
842.test.csv@1.out,SVDB,C:\Users\gkost\thesis_timeseries\TSB-UAD\data\TSB-UAD-Public\SVDB\842.test.csv@1.out
886.test.csv@2.out,SVDB,C:\Users\gkost\thesis_timeseries\TSB-UAD\data\TSB-UAD-Public\SVDB\886.test.csv@2.out
886.test.csv@1.out,SVDB,C:\Users\gkost\thesis_timeseries\TSB-UAD\data\TSB-UAD-Public\SVDB\886.test.csv@1.out
