filename,dataset,IFOREST,LOF,MP,NORMA,IFOREST1,HBOS,OCSVM,PCA,AE,CNN,LSTM,POLY
051_UCR_Anomaly_DISTORTEDTkeepSecondMARS_3500_9330_9340.txt,KDD21,0.000446796,0.091899805,0.059230165,0.90799513,0.002589587,0.000439097,0.002266253,0.000635566,0.002395431,0.243897041,0.302419613,0.007142857
053_UCR_Anomaly_DISTORTEDWalkingAceleration1_1500_2764_2995.txt,KDD21,0.017814282,0.02464247,0.064032815,0.037456407,0.024644933,0.018169916,0.354625173,0.017922945,0.309618832,0.041551981,0.031539514,0.023046578
054_UCR_Anomaly_DISTORTEDWalkingAceleration5_2700_5920_5979.txt,KDD21,0.704476671,0.005569279,0.248902884,0.978791143,0.137568091,0.982613869,0.104923785,0.996284045,0.165460997,0.057973124,0.018647499,0.021719141
056_UCR_Anomaly_DISTORTEDapneaecg3_5000_11111_11211.txt,KDD21,0.003399174,0.944522205,0.411215433,0.37226943,0.003018746,0.003042313,0.001766567,0.002433168,0.023039426,0.056517395,0.024973448,0.003221474
059_UCR_Anomaly_DISTORTEDgait1_20000_38500_38800.txt,KDD21,0.004886249,0.006932876,0.007258908,0.013100783,0.004472715,0.00425401,0.003856486,0.004572843,0.003975524,0.004019895,0.004399675,0.003038172
061_UCR_Anomaly_DISTORTEDgait3_24500_59900_60500.txt,KDD21,0.01153725,0.0100538,0.008788928,0.010050463,0.01093144,0.010638991,0.015124535,0.012154989,0.009443836,0.010948739,0.010164438,0.011185817
063_UCR_Anomaly_DISTORTEDgaitHunt2_18500_31200_31850.txt,KDD21,0.014226171,0.334636437,0.016085403,0.016823915,0.01516476,0.023454656,0.006933242,0.008785994,0.007444715,0.010054273,0.009481814,0.007451774
066_UCR_Anomaly_DISTORTEDinsectEPG2_3700_8000_8025.txt,KDD21,0.05975191,0.74426755,0.389005341,0.110396335,0.007555807,0.46426087,0.001422173,0.001251415,0.129664939,0.007871284,0.007930056,0.001343432
072_UCR_Anomaly_DISTORTEDltstdbs30791ES_20000_52600_52800.txt,KDD21,0.00211819,0.029003188,0.691560522,0.983654844,0.003535106,0.008645636,0.357862572,0.002035332,0.30188097,0.035203822,0.008622497,0.002767461
074_UCR_Anomaly_DISTORTEDqtdbSel1005V_4000_12400_12800.txt,KDD21,0.007815307,0.080307034,0.268748001,0.547786658,0.009912412,0.013172569,0.033838008,0.00723595,0.086149225,0.016415759,0.01611448,0.00877554
078_UCR_Anomaly_DISTORTEDresperation1_100000_110260_110412.txt,KDD21,0.003764616,0.000703925,0.00529337,0.021828352,0.000724784,0.001399777,0.005425245,0.000380543,0.000937381,0.001896677,0.001944163,0.000656644
07_Lev_fault_Temp_corr_seed_31_vars_23.test.csv@10.out,GHL,0.024602222,0.50036,0.285089365,0.003136118,0.503097574,0.288139678,0.01378034,0.291608674,0.008420776,0.00036,0.00036,0.009012217
08_Lev_fault_Temp_corr_seed_33_vars_23.test.csv@8.out,GHL,0.008054952,0.50036,0.285089638,0.001274646,0.503160945,0.288231406,0.013420024,0.291700076,0.007822944,0.00036,0.00036,0.009143464
090_UCR_Anomaly_DISTORTEDtiltAPB2_50000_124159_124985.txt,KDD21,0.011258568,0.020084461,0.371784622,0.998757597,0.006405524,0.004169349,0.006596097,0.00443077,0.064383326,0.023143662,0.016366201,0.00692704
093_UCR_Anomaly_NOISE1sddb40_35000_52000_52620.txt,KDD21,0.400455498,0.009810571,0.30187827,0.066466036,0.020892514,0.081753632,0.456128339,0.603851101,0.261302498,0.019480361,0.01987946,0.005569974
094_UCR_Anomaly_NOISEBIDMC1_2500_5400_5600.txt,KDD21,0.354553044,0.20563323,0.414229713,0.641237859,0.098739507,0.017988126,0.048749777,0.25206398,0.370419508,0.265242346,0.122970427,0.106429604
09_Lev_fault_Temp_corr_seed_37_vars_23.test.csv@13.out,GHL,0.016280829,0.001948489,0.016177062,0.009385892,0.018086512,0.029204753,0.054209209,0.020750132,0.032690746,0.000415004,0.001026914,0.001944607
09_Lev_fault_Temp_corr_seed_37_vars_23.test.csv@2.out,GHL,0.026890379,0.00036,0.00036,0.003027732,0.025697267,0.517725258,0.000374287,0.018725195,0.001565425,0.000970102,0.000360158,0.000426164
100_UCR_Anomaly_NOISELab2Cmac011215EPG1_5000_17210_17260.txt,KDD21,0.836615847,1.0,0.224382411,0.209732291,0.158098778,0.91999744,0.015700906,1.0,0.055698057,0.019331359,0.037933553,0.775740905
101-freeway-traffic.test.out,Dodgers,0.562828844,0.572448668,0.255652912,0.488880709,0.117829882,0.079779467,0.235433346,0.576846659,0.186334753,0.143839462,0.091451345,0.137341578
103_UCR_Anomaly_NOISETkeepThirdMARS_3500_4711_4809.txt,KDD21,0.071881933,0.443009659,0.607050979,0.830425861,0.007480492,0.004766033,0.40882143,0.274724282,0.028672366,0.15505444,0.025709536,0.007408598
106_UCR_Anomaly_NOISEgaitHunt2_18500_31200_31850.txt,KDD21,0.050676781,0.125667873,0.012400161,0.02013008,0.014426147,0.028963444,0.007284812,0.008129519,0.012050369,0.011335067,0.01037253,0.007998656
107_UCR_Anomaly_NOISEinsectEPG3_5200_7000_7050.txt,KDD21,0.023799896,0.023152585,0.012370894,0.00673425,0.00799249,0.069595269,0.003573814,0.024260555,0.006158597,0.006563627,0.005544881,0.026713088
109.test.csv@1.out,MITDB,0.045908092,0.062396476,0.297293639,0.92125179,0.027646535,0.080990119,0.418030057,0.037304225,0.725416603,0.041136523,0.024855471,0.014501005
10_Lev_fault_Temp_corr_seed_39_vars_23.test.csv@4.out,GHL,0.040362516,0.0003625,0.0003625,0.008812966,0.097445392,0.147145706,0.000377201,0.018480747,0.001119319,0.001425258,0.000990681,0.000987057
110_UCR_Anomaly_2sddb40_35000_56600_56900.txt,KDD21,0.001899487,0.089642798,0.84891138,0.34771136,0.001950274,0.001897707,0.179999723,0.001887704,0.029574473,0.019994766,0.023772768,0.001957266
111.test.csv@2.out,MITDB,0.003722619,0.000654518,0.002646501,0.010405763,0.001915129,0.003011803,0.140808248,0.001806094,0.020973365,0.001292418,0.001038214,0.000516485
117.test.csv@2.out,MITDB,0.154065739,0.018012453,0.000606897,0.000649713,0.034267528,0.051471571,0.001196857,0.097762361,0.00090621,0.000577779,0.000473089,0.00240813
119.test.csv@1.out,MITDB,0.777097862,0.334745006,0.32872731,0.567689094,0.53582051,0.697578433,0.340945808,0.806234547,0.688227155,0.261890872,0.247992118,0.456637215
11_Lev_fault_Temp_corr_seed_41_vars_23.test.csv@4.out,GHL,0.017512503,0.00036,0.00036,0.002660933,0.050832357,0.136749607,0.000376826,0.007379248,0.001016223,0.001743426,0.001271142,0.004741029
11_Lev_fault_Temp_corr_seed_41_vars_23.test.csv@8.out,GHL,0.008570877,0.50036,0.285089365,0.002727583,0.503113783,0.288159477,0.01378034,0.291628366,0.016870272,0.00036,0.00036,0.011868266
130_UCR_Anomaly_GP711MarkerLFM5z4_4000_6527_6645.txt,KDD21,0.244647303,0.006383209,0.568155336,0.999608806,0.018071828,0.020604446,0.011544428,0.021261001,0.034457357,0.369702197,0.018159937,0.126938153
134_UCR_Anomaly_InternalBleeding15_1700_5684_5854.txt,KDD21,0.770569807,0.114434441,0.516510558,0.739721684,0.026432816,0.584163153,0.587306915,0.409940809,0.202354108,0.260742065,0.02357124,0.016811129
137_UCR_Anomaly_InternalBleeding18_2300_4485_4587.txt,KDD21,0.009941674,0.935424744,0.998981493,0.983535232,0.015419408,0.008643778,0.009959413,0.007548864,0.05538304,0.028419096,0.107007725,0.015672506
13_Lev_fault_Temp_corr_seed_666_vars_23.test.csv@10.out,GHL,0.026771189,0.5003625,0.286576214,0.001101593,0.503068653,0.289568202,0.014304252,0.293014108,0.008578182,0.0003625,0.0003625,0.008429006
140_UCR_Anomaly_InternalBleeding4_1000_4675_5033.txt,KDD21,0.691382652,0.209862697,0.746802069,0.854810236,0.066421621,0.405261019,0.263016293,0.303071633,0.146718594,0.649685811,0.113743113,0.356235356
143_UCR_Anomaly_InternalBleeding8_2500_5865_5974.txt,KDD21,0.019296794,0.934993806,0.474698111,0.081977027,0.014317627,0.012158558,0.138131467,0.008408967,0.01990056,0.013308632,0.011377982,0.011621266
15_Lev_fault_Temp_corr_seed_49_vars_23.test.csv@8.out,GHL,0.008237568,0.50036,0.285089093,0.006933696,0.50313917,0.288176708,0.014168331,0.291645518,0.018843498,0.00036,0.00036,0.008409888
160_UCR_Anomaly_TkeepThirdMARS_3500_4711_4809.txt,KDD21,0.008371831,0.491088098,0.591906529,0.875862153,0.007359597,0.202459114,0.267949561,0.302213482,0.186459133,0.154913749,0.028912736,0.00766877
16_Lev_fault_Temp_corr_seed_53_vars_23.test.csv@1.out,GHL,0.002258743,0.004211635,0.285273182,0.002185369,0.002255568,0.001359423,0.009873075,0.002072525,0.010032118,0.00036,0.00036,0.03388003
180_UCR_Anomaly_ltstdbs30791ES_20000_52600_52800.txt,KDD21,0.002925251,0.030133045,0.770242265,0.976513049,0.0043851,0.01735904,0.364695162,0.002040715,0.380530317,0.006181637,0.005075053,0.002981438
182_UCR_Anomaly_qtdbSel1005V_4000_12400_12800.txt,KDD21,0.006687006,0.071704269,0.358464635,0.77047555,0.008605751,0.010009092,0.129034139,0.006565146,0.128034368,0.017173961,0.015540839,0.008834381
183_UCR_Anomaly_qtdbSel100MLII_4000_13400_13800.txt,KDD21,0.008777094,0.080752745,0.321975646,0.721396122,0.009430057,0.014982863,0.031187088,0.008051613,0.098839635,0.030307509,0.038961726,0.010146777
189_UCR_Anomaly_resperation3_45000_158250_158251.txt,KDD21,2.73e-06,3.89e-06,0.000139121,1.65e-05,2.68e-06,2.63e-06,0.00295858,7.33e-06,9.78e-06,2.73e-06,4.12e-06,2.76e-06
191_UCR_Anomaly_resperation9_38000_143411_143511.txt,KDD21,0.000901121,0.887020972,0.004633991,0.000627276,0.000619865,0.000683749,0.000362133,0.000440069,0.00034867,0.481433837,0.767166819,0.002340336
195_UCR_Anomaly_sel840mECG1_17000_51370_51740.txt,KDD21,0.04308425,0.431280846,0.4321857,0.644003668,0.005803457,0.004503395,0.013900825,0.140789216,0.048360755,0.006405089,0.006937027,0.007269372
2.test.out,MGAB,0.001994637,0.662834161,0.331866854,0.001950494,0.002133687,0.001790335,0.001710644,0.001782348,0.095211882,0.02848513,0.047729197,0.002217812
205_UCR_Anomaly_CHARISfive_9812_28995_29085.txt,KDD21,0.001255314,0.056217587,0.025191426,0.003492135,0.002496165,0.00208816,0.034852961,0.001540945,0.011589537,0.002218494,0.003828029,0.001206766
20_Lev_fault_Temp_corr_seed_67_vars_23.test.csv@1.out,GHL,0.002768977,0.0041479,0.00036,0.000994064,0.001493745,0.001022035,0.010235425,0.001638435,0.010272819,0.00036,0.00036,0.034914738
20_Lev_fault_Temp_corr_seed_67_vars_23.test.csv@8.out,GHL,0.020668521,0.50036,0.285089365,0.001530982,0.503241491,0.288316268,0.01378034,0.291784828,0.007111217,0.00036,0.00036,0.007962323
210.test.csv@1.out,MITDB,0.250078368,0.149779514,0.343562685,0.851505494,0.142891883,0.191717625,0.181327134,0.204587563,0.715445493,0.126124086,0.108915954,0.111136607
214_UCR_Anomaly_STAFFIIIDatabase_34211_125720_126370.txt,KDD21,0.004843015,0.216764853,0.001575808,0.001192389,0.004038764,0.002688813,0.003036775,0.006859183,0.001543456,0.00194262,0.001775657,0.002633188
219.test.csv@2.out,MITDB,0.132898188,0.09975807,0.189791425,0.526790595,0.12165647,0.133880645,0.431985467,0.136065193,0.56095303,0.150644991,0.120498375,0.084907702
225_UCR_Anomaly_mit14046longtermecg_81214_143000_143300.txt,KDD21,0.004701308,0.033124155,0.10886303,0.015790119,0.002195863,0.005366641,0.009569356,0.005023682,0.005368,0.00289145,0.003527874,0.003248794
226_UCR_Anomaly_mit14046longtermecg_96123_123000_123300.txt,KDD21,0.085773922,0.059301312,0.075526693,0.019472151,0.015146003,0.010820724,0.001225033,0.086758182,0.018643219,0.0026445,0.005600585,0.024380084
22_Lev_fault_Temp_corr_seed_777_vars_23.test.csv@16.out,GHL,0.00233675,0.0003625,0.500445332,0.001683932,0.002520862,0.003943647,0.000422285,0.004185429,0.0003625,0.0003625,0.0003625,0.0003625
22_Lev_fault_Temp_corr_seed_777_vars_23.test.csv@4.out,GHL,0.019370059,0.0003625,0.0003625,0.00131193,0.033271053,0.108709214,0.000378251,0.005617277,0.001378366,0.001043646,0.001214975,0.000888804
241_UCR_Anomaly_taichidbS0715Master_250000_837400_839100.txt,KDD21,0.001686297,0.023395393,0.359195825,0.001647039,0.0249895,0.001863432,0.000973182,0.001951805,0.001786997,0.003083815,0.00243184,0.001712983
242_UCR_Anomaly_tilt12744mtable_100000_104630_104890.txt,KDD21,0.000840183,0.008109198,0.371707419,0.757013423,0.000728604,0.000464604,0.002695741,0.000552624,0.016342734,0.007147297,0.001763258,0.001221293
247_UCR_Anomaly_tilt12755mtable_50211_121900_121980.txt,KDD21,0.001200297,0.000209309,0.06847357,0.011386185,0.000730371,0.0015796,0.001567715,0.000992912,0.001914359,0.001610687,0.000428942,0.000431028
26_Lev_corr_Temp_fault_seed_113_vars_23.test.csv@7.out,GHL,0.007264718,0.00188,0.501910802,0.003248985,0.010592146,0.52619114,0.00188,0.002818971,0.00188,0.00188,0.00188,0.00188
31_Lev_corr_Temp_fault_seed_132_vars_23.test.csv@13.out,GHL,0.157131497,0.00256,0.00888438,0.008860814,0.188963913,0.529033488,0.005099936,0.048517131,0.0029256,0.003091321,0.00256,0.003109834
35_Lev_corr_Temp_fault_seed_153_vars_23.test.csv@1.out,GHL,0.058049536,0.0028125,0.504227893,0.019399365,0.058569346,0.060166863,0.0028125,0.059586864,0.0028125,0.0028125,0.0028125,0.0028125
35_Lev_corr_Temp_fault_seed_153_vars_23.test.csv@12.out,GHL,0.006516299,0.0028125,0.502942099,0.087555618,0.008140494,0.005073967,0.002839891,0.003203084,0.0028125,0.0028125,0.0028125,0.0028125
41_Lev_corr_Temp_fault_seed_181_vars_23.test.csv@3.out,GHL,0.615512228,0.0086275,0.009971341,0.179648502,0.431331868,0.441167463,0.015394827,0.157150688,0.009385411,0.009221454,0.0086275,0.009790078
47_Lev_corr_Temp_fault_seed_197_vars_23.test.csv@1.out,GHL,0.019215337,0.002155,0.002155,0.003114801,0.019933401,0.002155,0.002155,0.004367919,0.002155,0.002155,0.002155,0.002155
48_Lev_corr_Temp_fault_seed_199_vars_23.test.csv@16.out,GHL,0.041411405,0.012769916,0.464061932,0.008088489,0.055205929,0.028295164,0.008805298,0.054095739,0.010426163,0.006585,0.006585,0.010406806
8.test.out,MGAB,0.002828287,0.536789345,0.379288563,0.001824099,0.002698031,0.002616455,0.003359254,0.002927555,0.044514139,0.041825444,0.039006557,0.002944571
802.test.csv@1.out,SVDB,0.795936957,0.10661543,0.092406208,0.940500805,0.156607744,0.486594042,0.285362301,0.911463559,0.366134453,0.079605839,0.081751198,0.373848358
808.test.csv@1.out,SVDB,0.387033882,0.214712355,0.252925734,0.8810953,0.063188989,0.101281326,0.1781291,0.527889902,0.210271935,0.055972453,0.063433801,0.204720922
811.test.csv@1.out,SVDB,0.173987245,0.284691767,0.649775255,0.672387201,0.026004407,0.570536245,0.780980863,0.154441983,0.802774781,0.079796575,0.062057421,0.057167421
820.test.csv@2.out,SVDB,0.425983253,0.163374928,0.312429233,0.836741534,0.110661168,0.382630742,0.393883441,0.402301511,0.502462207,0.120307742,0.106547713,0.124465551
826.test.csv@1.out,SVDB,0.044164046,0.155071398,0.170926762,0.307385656,0.037997588,0.043006871,0.115952738,0.043060323,0.188683493,0.03855925,0.035573531,0.031851627
841.test.csv@1.out,SVDB,0.605411375,0.22890934,0.288584221,0.535676873,0.301901269,0.635937967,0.62395099,0.68093538,0.610015637,0.271770745,0.265930447,0.370998053
841.test.csv@2.out,SVDB,0.531527545,0.23630044,0.427935242,0.713366397,0.270402896,0.438292508,0.662316572,0.401973034,0.66418522,0.290539651,0.242294088,0.274704913
842.test.csv@2.out,SVDB,0.186040222,0.181190954,0.212306664,0.598387507,0.088638593,0.120645287,0.331608496,0.184229089,0.379723315,0.074389648,0.077017476,0.113453498
847.test.csv@2.out,SVDB,0.344739523,0.225716015,0.346804011,0.711091231,0.144853226,0.278447779,0.099431643,0.372107798,0.120212341,0.095629047,0.090884404,0.150592908
851.test.csv@1.out,SVDB,0.89782698,0.25240391,0.170261606,0.164706324,0.524993629,0.896718238,0.677529328,0.91787215,0.320655995,0.288712828,0.232992678,0.631361728
854.test.csv@2.out,SVDB,0.60180652,0.38406014,0.641720379,0.85435046,0.479002498,0.615011298,0.436270559,0.525409457,0.604023634,0.423800964,0.417839092,0.432316046
855.test.csv@2.out,SVDB,0.46809517,0.285273767,0.320919014,0.604794307,0.308446594,0.435245219,0.487385122,0.455037384,0.544970041,0.252176515,0.237519789,0.350383855
856.test.csv@1.out,SVDB,0.256700983,0.129071944,0.14073235,0.594518747,0.147088013,0.211322874,0.167098958,0.38089699,0.037172006,0.024191665,0.02432758,0.292898318
857.test.csv@1.out,SVDB,0.747854106,0.11293865,0.182478766,0.685462122,0.240123052,0.714423395,0.480582883,0.807697479,0.397223701,0.119839952,0.127913458,0.358890535
866.test.csv@2.out,SVDB,0.277953478,0.359995229,0.545495721,0.524397828,0.267481471,0.304747649,0.360961543,0.242837501,0.589163246,0.272309451,0.25491299,0.266890126
871.test.csv@2.out,SVDB,0.300678457,0.252698208,0.169449949,0.239030731,0.037487366,0.058558077,0.040122667,0.377223733,0.060427395,0.018613383,0.017509159,0.13237748
875.test.csv@2.out,SVDB,0.770251933,0.077430734,0.35255672,0.966665237,0.096061438,0.816303674,0.421064569,0.64856976,0.660794314,0.064619242,0.053919542,0.091045981
882.test.csv@2.out,SVDB,0.28173487,0.311182244,0.406708401,0.705602425,0.036393028,0.093089342,0.330931599,0.262124013,0.403110576,0.03496997,0.033880025,0.066744654
883.test.csv@1.out,SVDB,0.198180129,0.300331611,0.609583765,0.863202809,0.041146462,0.094713026,0.346109402,0.368436907,0.523688657,0.040724811,0.040823686,0.100197286
888.test.csv@2.out,SVDB,0.170204385,0.372530311,0.506429365,0.795645943,0.080091248,0.159325707,0.315350832,0.254165823,0.549924929,0.089146347,0.091828107,0.154197682
890.test.csv@2.out,SVDB,0.308665562,0.138244568,0.245546427,0.761198429,0.128647118,0.225161546,0.180740837,0.330359225,0.291864384,0.10265387,0.10428979,0.211437822
KPI-1c6d7a26-1f1a-3321-bb4d-7a9d969ec8f0.test.out,IOPS,0.005594961,0.008781196,0.009446552,0.049994916,0.366492704,0.004992133,0.004949498,0.007442905,0.005932241,0.336884073,0.362742162,0.520027769
KPI-431a8542-c468-3988-a508-3afd06a218da.test.out,IOPS,0.373760907,0.533334394,0.107770953,0.120353504,0.427611151,0.373943412,0.322013612,0.375941882,0.031635194,0.409506932,0.358987823,0.341265635
KPI-55f8b8b8-b659-38df-b3df-e4a5a8a54bc9.test.out,IOPS,0.137723574,0.069527947,0.174469176,0.525666994,0.332434607,0.10174638,0.179194451,0.15876579,0.045519922,0.069982812,0.077145903,0.310047932
KPI-9c639a46-34c8-39bc-aaf0-9144b37adfc8.test.out,IOPS,0.03432223,0.043340057,0.035514396,0.069482838,0.343531186,0.05160407,0.005837378,0.036910242,0.008491861,0.144191609,0.096611447,0.428909076
KPI-ab216663-dcc2-3a24-b1ee-2c3e550e06c9.test.out,IOPS,0.015660648,0.03654569,0.037000552,0.020765684,0.054588807,0.013054765,0.012906289,0.012972945,0.014554812,0.028213989,0.060579986,0.020537191
MBA_ECG805_data.out,ECG,0.719569518,0.084641396,0.057043952,0.775089407,0.437734414,0.625321245,0.288350399,0.702386781,0.352157662,0.080113413,0.095012241,0.563268025
NAB_data_CloudWatch_10.out,NAB,0.239417248,0.049875931,0.049875931,0.1490425,0.148444341,0.237388121,0.119028606,0.275493061,0.151130395,0.108118491,0.12622062,0.188073307
NAB_data_CloudWatch_12.out,NAB,0.440845833,0.051139685,0.30369753,0.229342963,0.148336975,0.431881513,0.245675293,0.55060417,0.224333546,0.13669097,0.101528727,0.252054007
NAB_data_CloudWatch_17.out,NAB,0.424815084,0.493319226,0.121394572,0.140069385,0.116238839,0.13497316,0.53184586,0.127964267,0.523478626,0.20240808,0.123318597,0.487518842
NAB_data_Exchange_5.out,NAB,0.351864087,0.407657709,0.187675545,0.084406094,0.135928133,0.363819861,0.223228983,0.461429404,0.091259246,0.103323783,0.083410674,0.490518466
NAB_data_Traffic_2.out,NAB,0.248700247,0.139155313,0.164298304,0.375618669,0.129208865,0.528523151,0.119822917,0.230236734,0.087006218,0.14752235,0.115637202,0.351205797
NAB_data_Traffic_4.out,NAB,0.401376414,0.468897192,0.058242653,0.110970169,0.184777676,0.329132969,0.076120286,0.93588691,0.054039873,0.09287119,0.11358833,0.45099128
NAB_data_Traffic_5.out,NAB,0.487259641,0.296459659,0.06055914,0.102270778,0.12695369,0.478459453,0.799539157,0.795185727,0.490697818,0.102657781,0.098632228,0.27638418
NAB_data_art1_3.out,NAB,0.053166967,0.401420861,0.817907041,0.912789096,0.070925109,0.054309449,0.055674915,0.064477875,0.092949594,0.098337234,0.099997074,0.061852407
NAB_data_tweets_1.out,NAB,0.472437717,0.199726294,0.072502638,0.066601719,0.231358282,0.370175683,0.154838898,0.377832861,0.102897956,0.098219072,0.093551364,0.320984833
NAB_data_tweets_6.out,NAB,0.332306142,0.41497443,0.062409428,0.076068081,0.177205664,0.297633182,0.160448962,0.457191263,0.089579109,0.094032376,0.088349166,0.305857
S02R01E0.test.csv@6.out,Daphnet,0.210206799,0.444436279,0.187471936,0.260172266,0.178352143,0.13833469,0.116444644,0.202357514,0.138016355,0.138428216,0.133767002,0.193404079
S03R01E1.test.csv@2.out,Daphnet,0.486454788,0.112554318,0.13330803,0.13156262,0.443938483,0.437285907,0.234884043,0.461290144,0.227602313,0.164511368,0.177172304,0.493658795
S03R02E0.test.csv@2.out,Daphnet,0.489356319,0.348146192,0.084316441,0.082438193,0.435453406,0.409340908,0.134095663,0.497216605,0.124214079,0.119394622,0.123097056,0.513685564
S09R01E0.test.csv@2.out,Daphnet,0.036501254,0.1122281,0.081584373,0.092298067,0.032050989,0.032043415,0.027027305,0.104460804,0.065601289,0.031145475,0.027316171,0.088386522
S09R01E0.test.csv@5.out,Daphnet,0.038579579,0.105175707,0.088950273,0.094546651,0.03633184,0.043242373,0.038489212,0.02972021,0.058007387,0.038238982,0.037095009,0.030442309
S09R01E0.test.csv@6.out,Daphnet,0.051880342,0.091223946,0.089861934,0.097604382,0.032927769,0.054037834,0.108222468,0.057757792,0.067925018,0.033498069,0.025265508,0.034130723
S09R01E2.test.csv@4.out,Daphnet,0.363274683,0.561235134,0.130317713,0.12972525,0.379879576,0.696335007,0.146781392,0.333929331,0.121793781,0.150619409,0.149915449,0.341106101
S09R01E4.test.csv@2.out,Daphnet,0.197212092,0.070103245,0.020586082,0.0194361,0.084605088,0.251947275,0.025788135,0.114061845,0.022343178,0.023848119,0.026658405,0.106013524
S1-ADL1.test.csv@94.out,OPPORTUNITY,0.011691029,0.011033943,0.234811871,0.323841639,0.012347547,0.012171415,0.012959063,0.011776376,0.278357898,0.0869521,0.088258932,0.01185569
S1-ADL2.test.csv@108.out,OPPORTUNITY,0.13498158,0.134918969,0.040428211,0.037933224,0.1252024,0.058677324,0.044830506,0.209341812,0.041178443,0.040233241,0.043995804,0.026749107
S1-ADL2.test.csv@115.out,OPPORTUNITY,0.02545453,0.048030032,0.119268712,0.129923789,0.028318186,0.022988513,0.040366187,0.024734176,0.092834207,0.051838496,0.047599425,0.026154009
S1-ADL2.test.csv@44.out,OPPORTUNITY,0.384122094,0.021646029,0.310401341,0.44673555,0.439655847,0.364693419,0.026221453,0.684104403,0.039411158,0.114409791,0.203516324,0.022779729
S1-ADL2.test.csv@52.out,OPPORTUNITY,0.349197119,0.021646029,0.15966132,0.244916079,0.256214712,0.491984838,0.03067587,0.73172141,0.129647502,0.05768869,0.059655787,0.022887563
S1-ADL2.test.csv@77.out,OPPORTUNITY,0.172705736,0.021646029,0.323150795,0.363311621,0.162321347,0.079604586,0.027552938,0.254163491,0.308928634,0.072285124,0.071610662,0.02238048
S1-ADL2.test.csv@93.out,OPPORTUNITY,0.022687238,0.021646029,0.230175994,0.435613975,0.023548249,0.029332154,0.033298781,0.022355041,0.080427683,0.094691987,0.095898316,0.022877754
S1-ADL3.test.csv@114.out,OPPORTUNITY,0.022242052,0.026705108,0.14170302,0.210744096,0.025829186,0.021569981,0.032274634,0.021929852,0.113455955,0.042917504,0.04525464,0.02256023
S1-ADL3.test.csv@124.out,OPPORTUNITY,0.330311944,0.138968419,0.114647613,0.294730172,0.156917531,0.986691433,0.039033905,0.213265467,0.073185211,0.040794291,0.042063037,0.023692754
S1-ADL3.test.csv@126.out,OPPORTUNITY,0.024943941,0.060054422,0.153736684,0.370285998,0.034117832,0.021404595,0.03535794,0.025514526,0.080959097,0.040232408,0.04118328,0.021727425
S1-ADL3.test.csv@132.out,OPPORTUNITY,0.022436295,0.029726454,0.116160393,0.163608444,0.025444623,0.022934899,0.030502476,0.022002892,0.086485055,0.047443962,0.043137247,0.022595801
